lyrics,song,album,artist,genre
The vows that I make,dear god,patsy cline,patsy cline,country
I break them on Monday.,dear god,patsy cline,patsy cline,country
The rest of the week,dear god,patsy cline,patsy cline,country
I do as I please,dear god,patsy cline,patsy cline,country
Then come Sunday morning,dear god,patsy cline,patsy cline,country
I pray on my knees.,dear god,patsy cline,patsy cline,country
Dear God,dear god,patsy cline,patsy cline,country
I know I'm not worthy,dear god,patsy cline,patsy cline,country
But I need you so,dear god,patsy cline,patsy cline,country
Please won't you hurry.,dear god,patsy cline,patsy cline,country
And help me turn back from,dear god,patsy cline,patsy cline,country
The path I have trod,dear god,patsy cline,patsy cline,country
You'll never be sorry,dear god,patsy cline,patsy cline,country
Dear God.,dear god,patsy cline,patsy cline,country
--- Instrumental ---,dear god,patsy cline,patsy cline,country
Each day we read in the paper,dear god,patsy cline,patsy cline,country
Of the carryin's on,dear god,patsy cline,patsy cline,country
Of some of our neighbors,dear god,patsy cline,patsy cline,country
"We're sinnin', and lyin',",dear god,patsy cline,patsy cline,country
And forgetting the faith,dear god,patsy cline,patsy cline,country
Then we have the nerve,dear god,patsy cline,patsy cline,country
To ask is it too late?,dear god,patsy cline,patsy cline,country
Dear God,dear god,patsy cline,patsy cline,country
I know I'm not worthy,dear god,patsy cline,patsy cline,country
But I need you so,dear god,patsy cline,patsy cline,country
Please won't you hurry.,dear god,patsy cline,patsy cline,country
And help me turn back from,dear god,patsy cline,patsy cline,country
The path I have trod,dear god,patsy cline,patsy cline,country
You'll never be sorry,dear god,patsy cline,patsy cline,country
Dear God...,dear god,patsy cline,patsy cline,country
Written by Irving Mills and Cliff Friend ,lovesick blues,patsy cline,patsy cline,country
(As released by Patsy Cline 3/7/60) ,lovesick blues,patsy cline,patsy cline,country
"Got a feelin' 'cause I'm blue, oh, Lord",lovesick blues,patsy cline,patsy cline,country
Since my daddy said goodbye,lovesick blues,patsy cline,patsy cline,country
I don't know what I'm gonna do,lovesick blues,patsy cline,patsy cline,country
"All I do is sit and cry, oh, Lord",lovesick blues,patsy cline,patsy cline,country
That last long day he said goodbye,lovesick blues,patsy cline,patsy cline,country
"Oh, Lord, I thought I would die",lovesick blues,patsy cline,patsy cline,country
"He'll do ya, he'll do me, he's got that kinda lovin'",lovesick blues,patsy cline,patsy cline,country
"But, Lord, I love to hear him when he calls me sweet baby",lovesick blues,patsy cline,patsy cline,country
What a beautiful dream,lovesick blues,patsy cline,patsy cline,country
I hate to think it all over,lovesick blues,patsy cline,patsy cline,country
I lost my heart it seems,lovesick blues,patsy cline,patsy cline,country
"I've grown so used to that man, somehow",lovesick blues,patsy cline,patsy cline,country
And I'm nobody's sugar-baby now,lovesick blues,patsy cline,patsy cline,country
'Cause I'm lonesome,lovesick blues,patsy cline,patsy cline,country
I got the lovesick blues,lovesick blues,patsy cline,patsy cline,country
"Now I'm in love, I'm in love with a wonderful guy",lovesick blues,patsy cline,patsy cline,country
That's what's the matter with me,lovesick blues,patsy cline,patsy cline,country
"Well, I'm in love, I'm in love with a wonderful guy",lovesick blues,patsy cline,patsy cline,country
But he don't care about me,lovesick blues,patsy cline,patsy cline,country
"Well, I tried and I tried to keep him satisfied",lovesick blues,patsy cline,patsy cline,country
But he just wouldn't stay,lovesick blues,patsy cline,patsy cline,country
"But now that he is leavin', this is all I've got to say",lovesick blues,patsy cline,patsy cline,country
"I got a feelin' 'cause I'm blue, oh Lord, ",lovesick blues,patsy cline,patsy cline,country
Since my daddy said goodbye,lovesick blues,patsy cline,patsy cline,country
I don't know what I'm gonna do,lovesick blues,patsy cline,patsy cline,country
I lost my heart it seems,lovesick blues,patsy cline,patsy cline,country
"I've grown so used to that man, somehow",lovesick blues,patsy cline,patsy cline,country
And I'm nobody's sugar-baby now,lovesick blues,patsy cline,patsy cline,country
'Cause I'm lonesome,lovesick blues,patsy cline,patsy cline,country
I got the lovesick blues,lovesick blues,patsy cline,patsy cline,country
Instrumental ,lovesick blues,patsy cline,patsy cline,country
"I've grown so used to that man, and how",lovesick blues,patsy cline,patsy cline,country
And I'm nobody's sugar-baby now,lovesick blues,patsy cline,patsy cline,country
'Cause I'm lonesome,lovesick blues,patsy cline,patsy cline,country
I got the lovesick blues...,lovesick blues,patsy cline,patsy cline,country
Love that runs away from me,just out of reach,patsy cline,patsy cline,country
Dreams that just won't let me be,just out of reach,patsy cline,patsy cline,country
Blues that keep on botherin' me,just out of reach,patsy cline,patsy cline,country
Chains that just won't set me free,just out of reach,patsy cline,patsy cline,country
Too far away from you and all your charms,just out of reach,patsy cline,patsy cline,country
Just out of reach of my two open arms,just out of reach,patsy cline,patsy cline,country
Each night in dreams I see your face,just out of reach,patsy cline,patsy cline,country
Memories time can't erase,just out of reach,patsy cline,patsy cline,country
I awake and find you gone,just out of reach,patsy cline,patsy cline,country
I'm so blue and all alone,just out of reach,patsy cline,patsy cline,country
So far away from lips so sweet and warm,just out of reach,patsy cline,patsy cline,country
Just out of reach of my two open arms,just out of reach,patsy cline,patsy cline,country
spoken:,just out of reach,patsy cline,patsy cline,country
That ol' lonesome feelin' all the time,just out of reach,patsy cline,patsy cline,country
I know you'll never be mine,just out of reach,patsy cline,patsy cline,country
Dreams that hurt me in my sleep,just out of reach,patsy cline,patsy cline,country
I mean vows that we just couldn't keep,just out of reach,patsy cline,patsy cline,country
Too far away from you and all your charms,just out of reach,patsy cline,patsy cline,country
Just out of reach of my two open arms,just out of reach,patsy cline,patsy cline,country
"There he goes, he's walkin' away",there he goes,patsy cline,patsy cline,country
Each step he takes brings heartaches my way,there he goes,patsy cline,patsy cline,country
"She won his heart, I lost him someway",there he goes,patsy cline,patsy cline,country
"He's walkin' away, There he goes",there he goes,patsy cline,patsy cline,country
If I hadn't cheated and I hadn't lied,there he goes,patsy cline,patsy cline,country
"I'd be the one, walkin' by his side",there he goes,patsy cline,patsy cline,country
I love him still and I guess that it shows,there he goes,patsy cline,patsy cline,country
"He's walkin' away, there he goes",there he goes,patsy cline,patsy cline,country
"Oh, if I hadn't cheated and I hadn't lied",there he goes,patsy cline,patsy cline,country
I'd be the one walkin' by his side,there he goes,patsy cline,patsy cline,country
I love him still and I guess that is shows,there he goes,patsy cline,patsy cline,country
"He's walkin' away, there he goes...",there he goes,patsy cline,patsy cline,country
Written by G. London and W.S. Stevenson,"stop, look and listen",patsy cline,patsy cline,country
"(Originally released July 8, 1956 - alternate take)","stop, look and listen",patsy cline,patsy cline,country
"Well, I know a cool cat from way downtown","stop, look and listen",patsy cline,patsy cline,country
He's been boppin' all around,"stop, look and listen",patsy cline,patsy cline,country
In this ole world he's livin' fast,"stop, look and listen",patsy cline,patsy cline,country
Someday I'm afraid he's gonna run outta gas,"stop, look and listen",patsy cline,patsy cline,country
"So if you're travelin' that way, too","stop, look and listen",patsy cline,patsy cline,country
"I tell you, friend, what you better do.","stop, look and listen",patsy cline,patsy cline,country
"Ya gotta stop, look and listen","stop, look and listen",patsy cline,patsy cline,country
"Hey, ya don't know what you're missin'","stop, look and listen",patsy cline,patsy cline,country
"Ya gotta stop, look and listen","stop, look and listen",patsy cline,patsy cline,country
'Cause ya might be missin' kissin',"stop, look and listen",patsy cline,patsy cline,country
"If you're trav'lin' slow, you'll go a long, long way.","stop, look and listen",patsy cline,patsy cline,country
